首字母,等级,歌名,歌手,类型,技能,状态,先后,爆点,bar,box,开头描述,结尾描述,分数,指数
I,7,"I Want My Tears Back","NIGHT WISH",押爆,爆气,分开,二爆,508,83,16,B - 左边长条中间、右边单点,B - 左边白球、右边白球,2179650,86 + 0.4
I,7,"I Want My Tears Back","NIGHT WISH",押爆,爆气,分开,一爆,295,64,8,B - 左边单点,B - 左边单点、右边单点,2178584,86 + 0.2
I,7,"I Want My Tears Back","NIGHT WISH",押爆,爆气,分开,二爆,474,81,16,B - 左边长条中间、右边单点,B - 左边白球、右边白球,2178584,86 + 0.2
I,7,"I Want My Tears Back","NIGHT WISH",押爆,爆气,分开,一爆,295,64,8,B - 左边单点,B - 左边单点、右边单点,2177524,86 + 0.0
I,7,"I Want My Tears Back","NIGHT WISH",押爆,爆气,分开,二爆,482,82,0,B - 右边长条开始,B - 左边滑键、右边滑键,2177524,86 + 0.0
I,7,"I Want My Tears Back","NIGHT WISH",押爆,爆气,分开,一爆,295,64,8,B - 左边单点,B - 左边单点、右边单点,2176991,86 - 0.1
I,7,"I Want My Tears Back","NIGHT WISH",押爆,爆气,分开,二爆,465,81,0,B - 左边长条开始,B - 左边单点、右边单点,2176991,86 - 0.1
I,7,"I Want My Tears Back","NIGHT WISH",押爆,爆气,分开,一爆,295,64,8,B - 左边单点,B - 左边单点、右边单点,2176468,86 - 0.2
I,7,"I Want My Tears Back","NIGHT WISH",押爆,爆气,分开,二爆,511,83,20,B - 左边长条中间、右边单点,B - 右边单点,2176468,86 - 0.2
I,7,"I Want My Tears Back","NIGHT WISH",押爆,爆气,分开,一爆,508,83,16,B - 左边长条中间、右边单点,B - 左边白球、右边白球,2175947,86 - 0.3
I,7,"I Want My Tears Back","NIGHT WISH",押爆,爆气,分开,二爆,656,99,24,B - 左边单点、右边长条结尾,B - 左边白球、右边长条结尾,2175947,86 - 0.3
I,7,"I Want My Tears Back","NIGHT WISH",押爆,爆气,分开,一爆,508,83,16,B - 左边长条中间、右边单点,B - 左边白球、右边白球,2175947,86 - 0.3
I,7,"I Want My Tears Back","NIGHT WISH",押爆,爆气,分开,二爆,658,100,0,B - 左边长条开始,B - 右边单点,2175947,86 - 0.3
I,7,"I Want My Tears Back","NIGHT WISH",押爆,爆气,分开,一爆,295,64,8,B - 左边单点,B - 左边单点、右边单点,2175933,86 - 0.3
I,7,"I Want My Tears Back","NIGHT WISH",押爆,爆气,分开,二爆,483,82,1,B - 右边长条中间,B - 左边滑键、右边滑键,2175933,86 - 0.3
I,7,"I Want My Tears Back","NIGHT WISH",押爆,爆气,分开,一爆,295,64,8,B - 左边单点,B - 左边单点、右边单点,2175402,86 - 0.4
I,7,"I Want My Tears Back","NIGHT WISH",押爆,爆气,分开,二爆,477,81,20,B - 左边长条中间、右边单点,B - 右边单点,2175402,86 - 0.4
I,7,"I Want My Tears Back","NIGHT WISH",押爆,爆气,分开,一爆,295,64,8,B - 左边单点,B - 左边单点、右边单点,2175400,86 - 0.4
I,7,"I Want My Tears Back","NIGHT WISH",押爆,爆气,分开,二爆,466,81,1,B - 左边长条中间,B - 左边单点、右边单点,2175400,86 - 0.4
,,"小酒窝","林俊杰",非押爆,爆气,分开,一爆,137,29,20,A - 右边单点,A - 右边白球,1049269,55 + 0.0
,,"小酒窝","林俊杰",非押爆,爆气,分开,二爆,227,50,16,B - 右边单点,B - 左边连点第 2 个,1049269,55 + 0.0
,,"小酒窝","林俊杰",非押爆,爆气,分开,一爆,137,29,20,A - 右边单点,A - 右边白球,1049269,55 + 0.0
,,"小酒窝","林俊杰",非押爆,爆气,分开,二爆,228,50,20,B - 左边连点第 1 个,B - 左边连点第 3 个,1049269,55 + 0.0
,,"小酒窝","林俊杰",非押爆,爆气,分开,一爆,137,29,21,A - 右边单点,A - 右边白球,1049269,55 + 0.0
,,"小酒窝","林俊杰",非押爆,爆气,分开,二爆,227,50,16,B - 右边单点,B - 左边连点第 2 个,1049269,55 + 0.0
,,"小酒窝","林俊杰",非押爆,爆气,分开,一爆,137,29,21,A - 右边单点,A - 右边白球,1049269,55 + 0.0
,,"小酒窝","林俊杰",非押爆,爆气,分开,二爆,228,50,20,B - 左边连点第 1 个,B - 左边连点第 3 个,1049269,55 + 0.0
,,"小酒窝","林俊杰",非押爆,爆气,分开,一爆,137,29,22,A - 右边单点,A - 右边白球,1049269,55 + 0.0
,,"小酒窝","林俊杰",非押爆,爆气,分开,二爆,227,50,16,B - 右边单点,B - 左边连点第 2 个,1049269,55 + 0.0
,,"小酒窝","林俊杰",非押爆,爆气,分开,一爆,137,29,22,A - 右边单点,A - 右边白球,1049269,55 + 0.0
,,"小酒窝","林俊杰",非押爆,爆气,分开,二爆,228,50,20,B - 左边连点第 1 个,B - 左边连点第 3 个,1049269,55 + 0.0
,,"小酒窝","林俊杰",非押爆,爆气,分开,一爆,137,29,23,A - 右边单点,A - 右边白球,1049269,55 + 0.0
,,"小酒窝","林俊杰",非押爆,爆气,分开,二爆,227,50,16,B - 右边单点,B - 左边连点第 2 个,1049269,55 + 0.0
,,"小酒窝","林俊杰",非押爆,爆气,分开,一爆,137,29,23,A - 右边单点,A - 右边白球,1049269,55 + 0.0
,,"小酒窝","林俊杰",非押爆,爆气,分开,二爆,228,50,20,B - 左边连点第 1 个,B - 左边连点第 3 个,1049269,55 + 0.0
,,"小酒窝","林俊杰",非押爆,爆气,分开,一爆,137,29,24,A - 右边单点,A - 右边白球,1049269,55 + 0.0
,,"小酒窝","林俊杰",非押爆,爆气,分开,二爆,227,50,16,B - 右边单点,B - 左边连点第 2 个,1049269,55 + 0.0
,,"小酒窝","林俊杰",非押爆,爆气,分开,一爆,137,29,24,A - 右边单点,A - 右边白球,1049269,55 + 0.0
,,"小酒窝","林俊杰",非押爆,爆气,分开,二爆,228,50,20,B - 左边连点第 1 个,B - 左边连点第 3 个,1049269,55 + 0.0
,,"小酒窝","林俊杰",押爆,爆气,分开,一爆,136,29,16,A - 右边滑键,A - 右边白球,1059877,57 + 0.0
,,"小酒窝","林俊杰",押爆,爆气,分开,二爆,227,50,16,B - 右边单点,B - 左边连点第 3 个,1059877,57 + 0.0
,,"小酒窝","林俊杰",押爆,爆气,分开,一爆,140,30,16,A - 右边白球,A - 右边连点第 3 个,1059877,57 + 0.0
,,"小酒窝","林俊杰",押爆,爆气,分开,二爆,227,50,16,B - 右边单点,B - 左边连点第 3 个,1059877,57 + 0.0
,,"小酒窝","林俊杰",押爆,爆气,分开,一爆,119,27,8,A - 右边白球,A - 左边白球,1058284,57 - 0.3
,,"小酒窝","林俊杰",押爆,爆气,分开,二爆,227,50,16,B - 右边单点,B - 左边连点第 3 个,1058284,57 - 0.3
,,"小酒窝","林俊杰",押爆,爆气,分开,一爆,136,29,16,A - 右边滑键,A - 右边白球,1058284,57 - 0.3
,,"小酒窝","林俊杰",押爆,爆气,分开,二爆,239,53,0,B - 左边单点,B - 右边滑键,1058284,57 - 0.3
,,"小酒窝","林俊杰",押爆,爆气,分开,一爆,136,29,16,A - 右边滑键,A - 右边白球,1058284,57 - 0.3
,,"小酒窝","林俊杰",押爆,爆气,分开,二爆,240,53,8,B - 右边白球,B - 左边单点,1058284,57 - 0.3
,,"小酒窝","林俊杰",押爆,爆气,分开,一爆,140,30,16,A - 右边白球,A - 右边连点第 3 个,1058284,57 - 0.3
,,"小酒窝","林俊杰",押爆,爆气,分开,二爆,239,53,0,B - 左边单点,B - 右边滑键,1058284,57 - 0.3
,,"小酒窝","林俊杰",押爆,爆气,分开,一爆,140,30,16,A - 右边白球,A - 右边连点第 3 个,1058284,57 - 0.3
,,"小酒窝","林俊杰",押爆,爆气,分开,二爆,240,53,8,B - 右边白球,B - 左边单点,1058284,57 - 0.3
,,"小酒窝","林俊杰",押爆,爆气,分开,一爆,119,27,8,A - 右边白球,A - 左边白球,1056691,56 + 0.4
,,"小酒窝","林俊杰",押爆,爆气,分开,二爆,239,53,0,B - 左边单点,B - 右边滑键,1056691,56 + 0.4
,,"小酒窝","林俊杰",押爆,爆气,分开,一爆,119,27,8,A - 右边白球,A - 左边白球,1056691,56 + 0.4
,,"小酒窝","林俊杰",押爆,爆气,分开,二爆,240,53,8,B - 右边白球,B - 左边单点,1056691,56 + 0.4
,,"背对背拥抱","林俊杰",非押爆,爆气,分开,一爆,126,27,4,A - 左边滑键,A - 右边滑键,1166305,55 + 0.3
,,"背对背拥抱","林俊杰",非押爆,爆气,分开,二爆,321,55,28,B - 右边白球,B - 左边单点、右边单点,1166305,55 + 0.3
,,"背对背拥抱","林俊杰",非押爆,爆气,分开,一爆,127,27,12,A - 右边滑键,A - 左边单点,1166305,55 + 0.3
,,"背对背拥抱","林俊杰",非押爆,爆气,分开,二爆,321,55,28,B - 右边白球,B - 左边单点、右边单点,1166305,55 + 0.3
,,"背对背拥抱","林俊杰",非押爆,爆气,分开,一爆,136,28,20,A - 左边长条中间,A - 右边白球,1166305,55 + 0.3
,,"背对背拥抱","林俊杰",非押爆,爆气,分开,二爆,321,55,28,B - 右边白球,B - 左边单点、右边单点,1166305,55 + 0.3
,,"背对背拥抱","林俊杰",非押爆,爆气,分开,一爆,171,32,28,A - 右边单点,A - 右边单点,1166305,55 + 0.3
,,"背对背拥抱","林俊杰",非押爆,爆气,分开,二爆,321,55,28,B - 右边白球,B - 左边单点、右边单点,1166305,55 + 0.3
,,"背对背拥抱","林俊杰",非押爆,爆气,分开,一爆,174,33,16,A - 右边白球,A - 右边连点第 2 个,1166305,55 + 0.3
,,"背对背拥抱","林俊杰",非押爆,爆气,分开,二爆,321,55,28,B - 右边白球,B - 左边单点、右边单点,1166305,55 + 0.3
,,"背对背拥抱","林俊杰",非押爆,爆气,分开,一爆,128,27,24,A - 左边连点第 1 个,A - 左边长条中间,1165774,55 + 0.2
,,"背对背拥抱","林俊杰",非押爆,爆气,分开,二爆,321,55,28,B - 右边白球,B - 左边单点、右边单点,1165774,55 + 0.2
,,"背对背拥抱","林俊杰",非押爆,爆气,分开,一爆,160,31,4,A - 右边单点,A - 左边滑键,1165245,55 + 0.1
,,"背对背拥抱","林俊杰",非押爆,爆气,分开,二爆,321,55,28,B - 右边白球,B - 左边单点、右边单点,1165245,55 + 0.1
,,"背对背拥抱","林俊杰",非押爆,爆气,分开,一爆,161,31,12,A - 右边白球,A - 右边单点,1165245,55 + 0.1
,,"背对背拥抱","林俊杰",非押爆,爆气,分开,二爆,321,55,28,B - 右边白球,B - 左边单点、右边单点,1165245,55 + 0.1
,,"背对背拥抱","林俊杰",非押爆,爆气,分开,一爆,137,28,22,A - 左边长条中间,A - 右边白球,1164714,55 + 0.0
,,"背对背拥抱","林俊杰",非押爆,爆气,分开,二爆,321,55,28,B - 右边白球,B - 左边单点、右边单点,1164714,55 + 0.0
,,"背对背拥抱","林俊杰",非押爆,爆气,分开,一爆,138,28,23,A - 左边长条结尾、右边白球,A - 右边白球,1164714,55 + 0.0
,,"背对背拥抱","林俊杰",非押爆,爆气,分开,二爆,321,55,28,B - 右边白球,B - 左边单点、右边单点,1164714,55 + 0.0
,,"背对背拥抱","林俊杰",押爆,爆气,分开,一爆,126,27,8,A - 左边滑键,A - 左边单点,1176913,57 + 0.3
,,"背对背拥抱","林俊杰",押爆,爆气,分开,二爆,321,56,0,B - 右边白球,B - 左边滑键,1176913,57 + 0.3
,,"背对背拥抱","林俊杰",押爆,爆气,分开,一爆,160,31,8,A - 右边单点,A - 右边单点,1175853,57 + 0.1
,,"背对背拥抱","林俊杰",押爆,爆气,分开,二爆,321,56,0,B - 右边白球,B - 左边滑键,1175853,57 + 0.1
,,"背对背拥抱","林俊杰",押爆,爆气,分开,一爆,134,28,16,A - 左边长条中间,A - 右边白球,1174791,57 - 0.1
,,"背对背拥抱","林俊杰",押爆,爆气,分开,二爆,321,56,0,B - 右边白球,B - 左边滑键,1174791,57 - 0.1
,,"背对背拥抱","林俊杰",押爆,爆气,分开,一爆,321,56,0,B - 右边白球,B - 左边滑键,1174262,57 - 0.2
,,"背对背拥抱","林俊杰",押爆,爆气,分开,二爆,370,62,8,B - 右边单点,B - 左边单点,1174262,57 - 0.2
,,"背对背拥抱","林俊杰",押爆,爆气,分开,一爆,128,27,24,A - 左边连点第 1 个,A - 左边长条结尾,1174260,57 - 0.2
,,"背对背拥抱","林俊杰",押爆,爆气,分开,二爆,321,56,0,B - 右边白球,B - 左边滑键,1174260,57 - 0.2
,,"背对背拥抱","林俊杰",押爆,爆气,分开,一爆,129,27,28,A - 左边连点第 2 个,A - 右边单点,1174260,57 - 0.2
,,"背对背拥抱","林俊杰",押爆,爆气,分开,二爆,321,56,0,B - 右边白球,B - 左边滑键,1174260,57 - 0.2
,,"背对背拥抱","林俊杰",押爆,爆气,分开,一爆,130,28,0,A - 左边连点第 3 个,A - 左边滑键,1174260,57 - 0.2
,,"背对背拥抱","林俊杰",押爆,爆气,分开,二爆,321,56,0,B - 右边白球,B - 左边滑键,1174260,57 - 0.2
,,"背对背拥抱","林俊杰",押爆,爆气,分开,一爆,131,28,8,A - 右边单点,A - 右边单点,1174260,57 - 0.2
,,"背对背拥抱","林俊杰",押爆,爆气,分开,二爆,321,56,0,B - 右边白球,B - 左边滑键,1174260,57 - 0.2
,,"背对背拥抱","林俊杰",押爆,爆气,分开,一爆,166,32,16,A - 左边长条开始,A - 左边白球,1174260,57 - 0.2
,,"背对背拥抱","林俊杰",押爆,爆气,分开,二爆,321,56,0,B - 右边白球,B - 左边滑键,1174260,57 - 0.2
,,"背对背拥抱","林俊杰",押爆,爆气,分开,一爆,126,27,8,A - 左边滑键,A - 左边单点,1173731,57 - 0.3
,,"背对背拥抱","林俊杰",押爆,爆气,分开,二爆,353,60,0,B - 左边单点,B - 左边滑键,1173731,57 - 0.3
,,"直到世界终结 ","WANDS",非押爆,爆气,分开,一爆,154,32,16,B - 左边白球,B - 左边长条开始,990859,61 + 0.3
,,"直到世界终结 ","WANDS",非押爆,爆气,分开,二爆,190,38,8,B - 右边白球,B - 左边长条中间,990859,61 + 0.3
,,"直到世界终结 ","WANDS",非押爆,爆气,分开,一爆,149,32,4,B - 右边长条中间,B - 右边滑键,990328,61 + 0.2
,,"直到世界终结 ","WANDS",非押爆,爆气,分开,二爆,190,38,8,B - 右边白球,B - 左边长条中间,990328,61 + 0.2
,,"直到世界终结 ","WANDS",非押爆,爆气,分开,一爆,153,32,12,B - 右边长条结尾,B - 左边单点,989268,61 + 0.0
,,"直到世界终结 ","WANDS",非押爆,爆气,分开,二爆,190,38,8,B - 右边白球,B - 左边长条中间,989268,61 + 0.0
,,"直到世界终结 ","WANDS",非押爆,爆气,分开,一爆,154,32,13,B - 左边白球,B - 左边单点,989268,61 + 0.0
,,"直到世界终结 ","WANDS",非押爆,爆气,分开,二爆,190,38,8,B - 右边白球,B - 左边长条中间,989268,61 + 0.0
,,"直到世界终结 ","WANDS",非押爆,爆气,分开,一爆,149,32,4,B - 右边长条中间,B - 右边滑键,988737,61 - 0.1
,,"直到世界终结 ","WANDS",非押爆,爆气,分开,二爆,190,38,6,B - 右边白球,B - 左边长条中间,988737,61 - 0.1
,,"直到世界终结 ","WANDS",非押爆,爆气,分开,一爆,147,32,0,B - 右边长条中间,B - 右边单点,988206,61 - 0.2
,,"直到世界终结 ","WANDS",非押爆,爆气,分开,二爆,190,38,8,B - 右边白球,B - 左边长条中间,988206,61 - 0.2
,,"直到世界终结 ","WANDS",非押爆,爆气,分开,一爆,153,32,12,B - 右边长条结尾,B - 左边单点,987677,61 - 0.3
,,"直到世界终结 ","WANDS",非押爆,爆气,分开,二爆,190,38,6,B - 右边白球,B - 左边长条中间,987677,61 - 0.3
,,"直到世界终结 ","WANDS",非押爆,爆气,分开,一爆,154,32,13,B - 左边白球,B - 左边单点,987677,61 - 0.3
,,"直到世界终结 ","WANDS",非押爆,爆气,分开,二爆,190,38,6,B - 右边白球,B - 左边长条中间,987677,61 - 0.3
,,"直到世界终结 ","WANDS",非押爆,爆气,分开,一爆,144,31,24,B - 右边单点,B - 右边单点,987675,61 - 0.3
,,"直到世界终结 ","WANDS",非押爆,爆气,分开,二爆,190,38,8,B - 右边白球,B - 左边长条中间,987675,61 - 0.3
,,"直到世界终结 ","WANDS",非押爆,爆气,分开,一爆,145,31,28,B - 右边长条开始,B - 左边滑键,987675,61 - 0.3
,,"直到世界终结 ","WANDS",非押爆,爆气,分开,二爆,190,38,8,B - 右边白球,B - 左边长条中间,987675,61 - 0.3
,,"直到世界终结 ","WANDS",押爆,爆气,分开,一爆,154,32,16,B - 左边白球,B - 左边长条中间,997223,63 - 0.5
,,"直到世界终结 ","WANDS",押爆,爆气,分开,二爆,190,38,8,B - 右边白球,B - 左边长条中间,997223,63 - 0.5
,,"直到世界终结 ","WANDS",押爆,爆气,分开,一爆,147,32,0,B - 右边长条中间,B - 右边滑键,996692,62 + 0.4
,,"直到世界终结 ","WANDS",押爆,爆气,分开,二爆,190,38,8,B - 右边白球,B - 左边长条中间,996692,62 + 0.4
,,"直到世界终结 ","WANDS",押爆,爆气,分开,一爆,144,31,24,B - 右边单点,B - 左边滑键,996161,62 + 0.3
,,"直到世界终结 ","WANDS",押爆,爆气,分开,二爆,190,38,8,B - 右边白球,B - 左边长条中间,996161,62 + 0.3
,,"直到世界终结 ","WANDS",押爆,爆气,分开,一爆,145,31,28,B - 右边长条开始,B - 右边单点,996161,62 + 0.3
,,"直到世界终结 ","WANDS",押爆,爆气,分开,二爆,190,38,8,B - 右边白球,B - 左边长条中间,996161,62 + 0.3
,,"直到世界终结 ","WANDS",押爆,爆气,分开,一爆,151,32,8,B - 右边长条中间,B - 左边单点,995632,62 + 0.2
,,"直到世界终结 ","WANDS",押爆,爆气,分开,二爆,190,38,8,B - 右边白球,B - 左边长条中间,995632,62 + 0.2
,,"直到世界终结 ","WANDS",押爆,爆气,分开,一爆,154,32,14,B - 左边白球,B - 左边长条中间,995632,62 + 0.2
,,"直到世界终结 ","WANDS",押爆,爆气,分开,二爆,190,38,8,B - 右边白球,B - 左边长条中间,995632,62 + 0.2
,,"直到世界终结 ","WANDS",押爆,爆气,分开,一爆,147,32,0,B - 右边长条中间,B - 右边滑键,995101,62 + 0.1
,,"直到世界终结 ","WANDS",押爆,爆气,分开,二爆,190,38,6,B - 右边白球,B - 左边长条中间,995101,62 + 0.1
,,"直到世界终结 ","WANDS",押爆,爆气,分开,一爆,144,31,24,B - 右边单点,B - 左边滑键,994570,62 + 0.0
,,"直到世界终结 ","WANDS",押爆,爆气,分开,二爆,190,38,6,B - 右边白球,B - 左边长条中间,994570,62 + 0.0
,,"直到世界终结 ","WANDS",押爆,爆气,分开,一爆,145,31,28,B - 右边长条开始,B - 右边单点,994570,62 + 0.0
,,"直到世界终结 ","WANDS",押爆,爆气,分开,二爆,190,38,6,B - 右边白球,B - 左边长条中间,994570,62 + 0.0
,,"直到世界终结 ","WANDS",押爆,爆气,分开,一爆,146,31,29,B - 右边长条中间,B - 右边单点,994570,62 + 0.0
,,"直到世界终结 ","WANDS",押爆,爆气,分开,二爆,190,38,8,B - 右边白球,B - 左边长条中间,994570,62 + 0.0
L,6,"Look What You Made Me Do","Taylor Swift",非押爆,爆气,分开,一爆,211,51,12,B - 右边白球,B - 左边单点、右边单点,1372875,65 - 0.5
L,6,"Look What You Made Me Do","Taylor Swift",非押爆,爆气,分开,二爆,361,73,0,B - 左边滑键,B - 左边连点第 2 个,1372875,65 - 0.5
L,6,"Look What You Made Me Do","Taylor Swift",非押爆,爆气,分开,一爆,211,51,12,B - 右边白球,B - 左边单点、右边单点,1372875,65 - 0.5
L,6,"Look What You Made Me Do","Taylor Swift",非押爆,爆气,分开,二爆,362,73,4,B - 右边单点,B - 左边连点第 3 个,1372875,65 - 0.5
L,6,"Look What You Made Me Do","Taylor Swift",非押爆,爆气,分开,一爆,211,51,13,B - 右边白球,B - 左边单点、右边单点,1372875,65 - 0.5
L,6,"Look What You Made Me Do","Taylor Swift",非押爆,爆气,分开,二爆,361,73,0,B - 左边滑键,B - 左边连点第 2 个,1372875,65 - 0.5
L,6,"Look What You Made Me Do","Taylor Swift",非押爆,爆气,分开,一爆,211,51,13,B - 右边白球,B - 左边单点、右边单点,1372875,65 - 0.5
L,6,"Look What You Made Me Do","Taylor Swift",非押爆,爆气,分开,二爆,362,73,4,B - 右边单点,B - 左边连点第 3 个,1372875,65 - 0.5
L,6,"Look What You Made Me Do","Taylor Swift",非押爆,爆气,分开,一爆,211,51,14,B - 右边白球,B - 左边单点、右边单点,1372875,65 - 0.5
L,6,"Look What You Made Me Do","Taylor Swift",非押爆,爆气,分开,二爆,361,73,0,B - 左边滑键,B - 左边连点第 2 个,1372875,65 - 0.5
L,6,"Look What You Made Me Do","Taylor Swift",非押爆,爆气,分开,一爆,211,51,14,B - 右边白球,B - 左边单点、右边单点,1372875,65 - 0.5
L,6,"Look What You Made Me Do","Taylor Swift",非押爆,爆气,分开,二爆,362,73,4,B - 右边单点,B - 左边连点第 3 个,1372875,65 - 0.5
L,6,"Look What You Made Me Do","Taylor Swift",非押爆,爆气,分开,一爆,211,51,15,B - 右边白球,B - 左边单点、右边单点,1372875,65 - 0.5
L,6,"Look What You Made Me Do","Taylor Swift",非押爆,爆气,分开,二爆,361,73,0,B - 左边滑键,B - 左边连点第 2 个,1372875,65 - 0.5
L,6,"Look What You Made Me Do","Taylor Swift",非押爆,爆气,分开,一爆,211,51,15,B - 右边白球,B - 左边单点、右边单点,1372875,65 - 0.5
L,6,"Look What You Made Me Do","Taylor Swift",非押爆,爆气,分开,二爆,362,73,4,B - 右边单点,B - 左边连点第 3 个,1372875,65 - 0.5
L,6,"Look What You Made Me Do","Taylor Swift",非押爆,爆气,分开,一爆,211,51,16,B - 右边白球,B - 左边单点、右边单点,1372875,65 - 0.5
L,6,"Look What You Made Me Do","Taylor Swift",非押爆,爆气,分开,二爆,361,73,0,B - 左边滑键,B - 左边连点第 2 个,1372875,65 - 0.5
L,6,"Look What You Made Me Do","Taylor Swift",非押爆,爆气,分开,一爆,211,51,16,B - 右边白球,B - 左边单点、右边单点,1372875,65 - 0.5
L,6,"Look What You Made Me Do","Taylor Swift",非押爆,爆气,分开,二爆,362,73,4,B - 右边单点,B - 左边连点第 3 个,1372875,65 - 0.5
L,6,"Look What You Made Me Do","Taylor Swift",押爆,爆气,分开,一爆,210,51,8,B - 右边单点,B - 左边单点、右边单点,1383483,67 - 0.5
L,6,"Look What You Made Me Do","Taylor Swift",押爆,爆气,分开,二爆,361,73,0,B - 左边滑键,B - 左边连点第 3 个,1383483,67 - 0.5
L,6,"Look What You Made Me Do","Taylor Swift",押爆,爆气,分开,一爆,210,51,8,B - 右边单点,B - 左边单点、右边单点,1382950,66 + 0.4
L,6,"Look What You Made Me Do","Taylor Swift",押爆,爆气,分开,二爆,346,71,24,B - 左边白球,B - 左边白球,1382950,66 + 0.4
L,6,"Look What You Made Me Do","Taylor Swift",押爆,爆气,分开,一爆,211,51,16,B - 右边白球,B - 左边长条开始、右边长条开始,1381361,66 + 0.1
L,6,"Look What You Made Me Do","Taylor Swift",押爆,爆气,分开,二爆,361,73,0,B - 左边滑键,B - 左边连点第 3 个,1381361,66 + 0.1
L,6,"Look What You Made Me Do","Taylor Swift",押爆,爆气,分开,一爆,211,51,16,B - 右边白球,B - 左边长条开始、右边长条开始,1380828,66 + 0.0
L,6,"Look What You Made Me Do","Taylor Swift",押爆,爆气,分开,二爆,346,71,24,B - 左边白球,B - 左边白球,1380828,66 + 0.0
,,"剩下的盛夏","TFBOYS",非押爆,爆气,分开,一爆,307,50,16,B - 左边连点第 1 个,B - 左边长条开始、右边长条结尾,1086202,64 - 0.4
,,"剩下的盛夏","TFBOYS",非押爆,爆气,分开,二爆,419,59,4,B - 左边单点,B - 左边白球,1086202,64 - 0.4
,,"剩下的盛夏","TFBOYS",非押爆,爆气,分开,一爆,308,50,20,B - 左边连点第 2 个,B - 左边长条中间,1084080,63 + 0.2
,,"剩下的盛夏","TFBOYS",非押爆,爆气,分开,二爆,419,59,4,B - 左边单点,B - 左边白球,1084080,63 + 0.2
,,"剩下的盛夏","TFBOYS",非押爆,爆气,分开,一爆,307,50,14,B - 左边连点第 1 个,B - 右边长条中间,1083020,63 + 0.0
,,"剩下的盛夏","TFBOYS",非押爆,爆气,分开,二爆,419,59,4,B - 左边单点,B - 左边白球,1083020,63 + 0.0
,,"剩下的盛夏","TFBOYS",非押爆,爆气,分开,一爆,308,50,18,B - 左边连点第 2 个,B - 左边长条中间,1082489,63 - 0.1
,,"剩下的盛夏","TFBOYS",非押爆,爆气,分开,二爆,419,59,4,B - 左边单点,B - 左边白球,1082489,63 - 0.1
,,"剩下的盛夏","TFBOYS",非押爆,爆气,分开,一爆,309,50,24,B - 右边白球,B - 左边长条中间,1081958,63 - 0.2
,,"剩下的盛夏","TFBOYS",非押爆,爆气,分开,二爆,419,59,4,B - 左边单点,B - 左边白球,1081958,63 - 0.2
,,"剩下的盛夏","TFBOYS",非押爆,爆气,分开,一爆,307,50,12,B - 左边连点第 1 个,B - 右边长条中间,1081429,63 - 0.3
,,"剩下的盛夏","TFBOYS",非押爆,爆气,分开,二爆,419,59,4,B - 左边单点,B - 左边白球,1081429,63 - 0.3
,,"剩下的盛夏","TFBOYS",押爆,爆气,分开,一爆,307,50,16,B - 左边连点第 1 个,B - 左边长条中间,1094688,65 + 0.2
,,"剩下的盛夏","TFBOYS",押爆,爆气,分开,二爆,418,59,0,B - 左边单点,B - 左边白球,1094688,65 + 0.2
,,"剩下的盛夏","TFBOYS",押爆,爆气,分开,一爆,307,50,14,B - 左边连点第 1 个,B - 左边长条中间,1093097,65 - 0.1
,,"剩下的盛夏","TFBOYS",押爆,爆气,分开,二爆,418,59,0,B - 左边单点,B - 左边白球,1093097,65 - 0.1
,,"剩下的盛夏","TFBOYS",押爆,爆气,分开,一爆,308,50,20,B - 左边连点第 2 个,B - 左边长条中间,1092566,65 - 0.2
,,"剩下的盛夏","TFBOYS",押爆,爆气,分开,二爆,418,59,0,B - 左边单点,B - 左边白球,1092566,65 - 0.2
,,"剩下的盛夏","TFBOYS",押爆,爆气,分开,一爆,307,50,12,B - 左边连点第 1 个,B - 左边长条开始、右边长条结尾,1091506,65 - 0.4
,,"剩下的盛夏","TFBOYS",押爆,爆气,分开,二爆,418,59,0,B - 左边单点,B - 左边白球,1091506,65 - 0.4
,,"剩下的盛夏","TFBOYS",押爆,爆气,分开,一爆,308,50,18,B - 左边连点第 2 个,B - 左边长条中间,1090975,65 - 0.5
,,"剩下的盛夏","TFBOYS",押爆,爆气,分开,二爆,418,59,0,B - 左边单点,B - 左边白球,1090975,65 - 0.5
,,"剩下的盛夏","TFBOYS",押爆,爆气,分开,一爆,309,50,24,B - 右边白球,B - 左边长条中间,1090444,64 + 0.4
,,"剩下的盛夏","TFBOYS",押爆,爆气,分开,二爆,418,59,0,B - 左边单点,B - 左边白球,1090444,64 + 0.4
N,9,"你，有没有过","林俊杰",非押爆,爆气,分开,一爆,474,55,0,B - 左边滑键、右边长条开始,B - 右边长条中间,2259994,85 + 0.3
N,9,"你，有没有过","林俊杰",非押爆,爆气,分开,二爆,739,75,0,B - 左边滑键、右边滑键,B - 右边长条中间,2259994,85 + 0.3
N,9,"你，有没有过","林俊杰",非押爆,爆气,分开,一爆,494,56,0,B - 左边连点第 1 个、右边长条结尾,B - 左边连点第 4 个,2259465,85 + 0.2
N,9,"你，有没有过","林俊杰",非押爆,爆气,分开,二爆,739,75,0,B - 左边滑键、右边滑键,B - 右边长条中间,2259465,85 + 0.2
N,9,"你，有没有过","林俊杰",非押爆,爆气,分开,一爆,496,56,4,B - 左边连点第 2 个,B - 左边连点第 5 个,2259465,85 + 0.2
