首字母,等级,歌名,歌手,类型,技能,状态,先后,爆点,bar,box,开头描述,结尾描述,分数,指数
,,"小酒窝","林俊杰",非押爆,爆气,存气,一爆,162,33,8,A - 一轨单点,A - 三轨单点,1056120,56 + 0.0
,,"小酒窝","林俊杰",非押爆,爆气,存气,二爆,284,57,20,B - 三轨单点,B - 二轨单点,1056120,56 + 0.0
,,"小酒窝","林俊杰",押爆,爆气,存气,一爆,161,33,0,A - 四轨单点,A - 三轨单点,1061424,57 + 0.0
,,"小酒窝","林俊杰",押爆,爆气,存气,二爆,284,57,20,B - 三轨单点,B - 二轨单点,1061424,57 + 0.0
,,"小酒窝","林俊杰",押爆,爆气,存气,一爆,162,33,8,A - 一轨单点,A - 三轨单点,1061424,57 + 0.0
,,"小酒窝","林俊杰",押爆,爆气,存气,二爆,284,57,20,B - 三轨单点,B - 二轨单点,1061424,57 + 0.0
,,"小酒窝","林俊杰",押爆,爆气,分开,一爆,145,29,16,A - 三轨单点,A - 三轨单点,1059831,57 - 0.3
,,"小酒窝","林俊杰",押爆,爆气,分开,二爆,305,62,0,B - 一轨单点、四轨单点,B - 一轨单点、四轨单点,1059831,57 - 0.3
,,"小酒窝","林俊杰",押爆,爆气,存气,一爆,162,33,7,A - 一轨单点,A - 三轨单点,1059302,57 - 0.4
,,"小酒窝","林俊杰",押爆,爆气,存气,二爆,282,57,13,B - 二轨长条中间,B - 二轨单点,1059302,57 - 0.4
,,"小酒窝","林俊杰",押爆,爆气,分开,一爆,118,25,8,A - 四轨单点,A - 一轨单点,1058238,56 + 0.4
,,"小酒窝","林俊杰",押爆,爆气,分开,二爆,305,62,0,B - 一轨单点、四轨单点,B - 一轨单点、四轨单点,1058238,56 + 0.4
,,"小酒窝","林俊杰",押爆,爆气,分开,一爆,121,25,24,A - 二轨单点,A - 二轨单点,1058238,56 + 0.4
,,"小酒窝","林俊杰",押爆,爆气,分开,二爆,305,62,0,B - 一轨单点、四轨单点,B - 一轨单点、四轨单点,1058238,56 + 0.4
,,"小酒窝","林俊杰",押爆,爆气,分开,一爆,122,26,0,A - 四轨单点,A - 四轨单点,1058238,56 + 0.4
,,"小酒窝","林俊杰",押爆,爆气,分开,二爆,305,62,0,B - 一轨单点、四轨单点,B - 一轨单点、四轨单点,1058238,56 + 0.4
,,"小酒窝","林俊杰",押爆,爆气,分开,一爆,262,54,8,B - 一轨单点,B - 二轨单点,1058238,56 + 0.4
,,"小酒窝","林俊杰",押爆,爆气,分开,二爆,305,62,0,B - 一轨单点、四轨单点,B - 一轨单点、四轨单点,1058238,56 + 0.4
,,"小酒窝","林俊杰",押爆,爆气,分开,一爆,265,54,24,B - 三轨单点,B - 三轨单点,1058238,56 + 0.4
,,"小酒窝","林俊杰",押爆,爆气,分开,二爆,305,62,0,B - 一轨单点、四轨单点,B - 一轨单点、四轨单点,1058238,56 + 0.4
,,"小酒窝","林俊杰",押爆,爆气,分开,一爆,266,55,0,B - 二轨单点,B - 一轨单点,1058238,56 + 0.4
,,"小酒窝","林俊杰",押爆,爆气,分开,二爆,305,62,0,B - 一轨单点、四轨单点,B - 一轨单点、四轨单点,1058238,56 + 0.4
,,"Maps","Maroon 5",非押爆,爆气,分开,一爆,155,25,4,A - 三轨长条中间,A - 四轨单点,1159376,52 - 0.1
,,"Maps","Maroon 5",非押爆,爆气,分开,二爆,471,74,4,B - 一轨长条中间,B - 一轨长条结尾、四轨长条结尾,1159376,52 - 0.1
,,"Maps","Maroon 5",非押爆,爆气,分开,一爆,385,66,24,B - 一轨单点、四轨单点,B - 一轨长条中间,1159374,52 - 0.1
,,"Maps","Maroon 5",非押爆,爆气,分开,二爆,471,74,4,B - 一轨长条中间,B - 一轨长条结尾、四轨长条结尾,1159374,52 - 0.1
,,"Maps","Maroon 5",非押爆,爆气,分开,一爆,155,25,4,A - 三轨长条中间,A - 四轨单点,1158849,52 - 0.2
,,"Maps","Maroon 5",非押爆,爆气,分开,二爆,385,66,24,B - 一轨单点、四轨单点,B - 一轨长条中间,1158849,52 - 0.2
,,"Maps","Maroon 5",非押爆,爆气,分开,一爆,153,25,0,A - 三轨长条开始,A - 四轨单点,1158845,52 - 0.2
,,"Maps","Maroon 5",非押爆,爆气,分开,二爆,471,74,4,B - 一轨长条中间,B - 一轨长条结尾、四轨长条结尾,1158845,52 - 0.2
,,"Maps","Maroon 5",非押爆,爆气,分开,一爆,153,25,0,A - 三轨长条开始,A - 四轨单点,1158318,52 - 0.3
,,"Maps","Maroon 5",非押爆,爆气,分开,二爆,385,66,24,B - 一轨单点、四轨单点,B - 一轨长条中间,1158318,52 - 0.3
,,"Maps","Maroon 5",非押爆,爆气,分开,一爆,155,25,4,A - 三轨长条中间,A - 四轨单点,1157785,52 - 0.4
,,"Maps","Maroon 5",非押爆,爆气,分开,二爆,469,74,0,B - 一轨长条开始,B - 一轨长条中间、四轨长条中间,1157785,52 - 0.4
,,"Maps","Maroon 5",非押爆,爆气,分开,一爆,155,25,4,A - 三轨长条中间,A - 四轨单点,1157785,52 - 0.4
,,"Maps","Maroon 5",非押爆,爆气,分开,二爆,470,74,2,B - 一轨长条中间,B - 一轨长条中间、四轨长条中间,1157785,52 - 0.4
,,"Maps","Maroon 5",非押爆,爆气,分开,一爆,156,25,5,A - 三轨长条中间,A - 四轨单点,1157785,52 - 0.4
,,"Maps","Maroon 5",非押爆,爆气,分开,二爆,469,74,0,B - 一轨长条开始,B - 一轨长条中间、四轨长条中间,1157785,52 - 0.4
,,"Maps","Maroon 5",非押爆,爆气,分开,一爆,156,25,5,A - 三轨长条中间,A - 四轨单点,1157785,52 - 0.4
,,"Maps","Maroon 5",非押爆,爆气,分开,二爆,470,74,2,B - 一轨长条中间,B - 一轨长条中间、四轨长条中间,1157785,52 - 0.4
,,"Maps","Maroon 5",非押爆,爆气,分开,一爆,157,25,7,A - 二轨长条开始、三轨长条中间,A - 四轨单点,1157785,52 - 0.4
,,"Maps","Maroon 5",非押爆,爆气,分开,二爆,471,74,4,B - 一轨长条中间,B - 一轨长条结尾、四轨长条结尾,1157785,52 - 0.4
,,"Maps","Maroon 5",押爆,爆气,分开,一爆,385,66,24,B - 一轨单点、四轨单点,B - 一轨长条右滑,1172633,54 + 0.4
,,"Maps","Maroon 5",押爆,爆气,分开,二爆,469,74,0,B - 一轨长条开始,B - 一轨长条结尾、四轨长条结尾,1172633,54 + 0.4
,,"Maps","Maroon 5",押爆,爆气,分开,一爆,153,25,0,A - 三轨长条开始,A - 四轨单点,1172108,54 + 0.3
,,"Maps","Maroon 5",押爆,爆气,分开,二爆,385,66,24,B - 一轨单点、四轨单点,B - 一轨长条右滑,1172108,54 + 0.3
,,"Maps","Maroon 5",押爆,爆气,分开,一爆,154,25,1,A - 三轨长条中间,A - 四轨单点,1170517,54 + 0.0
,,"Maps","Maroon 5",押爆,爆气,分开,二爆,385,66,24,B - 一轨单点、四轨单点,B - 一轨长条右滑,1170517,54 + 0.0
,,"Maps","Maroon 5",押爆,爆气,分开,一爆,157,25,8,A - 二轨长条开始、三轨长条中间,A - 二轨单点,1169457,54 - 0.2
,,"Maps","Maroon 5",押爆,爆气,分开,二爆,385,66,24,B - 一轨单点、四轨单点,B - 一轨长条右滑,1169457,54 - 0.2
,,"Maps","Maroon 5",押爆,爆气,分开,一爆,119,21,0,A - 一轨长条开始,A - 四轨单点,1169455,54 - 0.2
,,"Maps","Maroon 5",押爆,爆气,分开,二爆,385,66,24,B - 一轨单点、四轨单点,B - 一轨长条右滑,1169455,54 - 0.2
,,"Maps","Maroon 5",押爆,爆气,分开,一爆,385,66,24,B - 一轨单点、四轨单点,B - 一轨长条右滑,1169451,54 - 0.2
,,"Maps","Maroon 5",押爆,爆气,分开,二爆,469,73,30,B - 一轨长条开始,B - 一轨长条中间、四轨长条中间,1169451,54 - 0.2
,,"Maps","Maroon 5",押爆,爆气,分开,一爆,186,27,24,A - 一轨单点,A - 四三轨滑键,1168930,54 - 0.3
,,"Maps","Maroon 5",押爆,爆气,分开,二爆,385,66,24,B - 一轨单点、四轨单点,B - 一轨长条右滑,1168930,54 - 0.3
,,"Maps","Maroon 5",押爆,爆气,分开,一爆,187,28,0,A - 三轨长条开始,A - 一轨单点,1168930,54 - 0.3
,,"Maps","Maroon 5",押爆,爆气,分开,二爆,385,66,24,B - 一轨单点、四轨单点,B - 一轨长条右滑,1168930,54 - 0.3
,,"Maps","Maroon 5",押爆,爆气,分开,一爆,154,25,2,A - 三轨长条中间,A - 四轨单点,1168926,54 - 0.3
,,"Maps","Maroon 5",押爆,爆气,分开,二爆,385,66,24,B - 一轨单点、四轨单点,B - 一轨长条右滑,1168926,54 - 0.3
,,"Maps","Maroon 5",押爆,爆气,分开,一爆,153,25,0,A - 三轨长条开始,A - 四轨单点,1168922,54 - 0.3
,,"Maps","Maroon 5",押爆,爆气,分开,二爆,469,74,0,B - 一轨长条开始,B - 一轨长条结尾、四轨长条结尾,1168922,54 - 0.3
,,"Rage Your Dream","M.O.V.E",非押爆,爆气,分开,一爆,458,70,8,B - 二轨单点,B - 三轨单点,1393148,62 - 0.4
,,"Rage Your Dream","M.O.V.E",非押爆,爆气,分开,二爆,514,75,8,B - 二轨单点,B - 四轨长条中间,1393148,62 - 0.4
,,"Rage Your Dream","M.O.V.E",非押爆,爆气,分开,一爆,392,62,16,B - 一轨单点,B - 三轨单点,1392092,61 + 0.4
,,"Rage Your Dream","M.O.V.E",非押爆,爆气,分开,二爆,509,74,28,B - 一轨长条中间,B - 一轨长条右滑,1392092,61 + 0.4
,,"Rage Your Dream","M.O.V.E",非押爆,爆气,分开,一爆,392,62,16,B - 一轨单点,B - 三轨单点,1392092,61 + 0.4
,,"Rage Your Dream","M.O.V.E",非押爆,爆气,分开,二爆,511,74,31,B - 一轨长条结尾、四轨单点,B - 二轨长条中间,1392092,61 + 0.4
,,"Rage Your Dream","M.O.V.E",非押爆,爆气,分开,一爆,393,62,20,B - 四轨单点,B - 三四轨滑键,1392092,61 + 0.4
,,"Rage Your Dream","M.O.V.E",非押爆,爆气,分开,二爆,509,74,28,B - 一轨长条中间,B - 一轨长条右滑,1392092,61 + 0.4
,,"Rage Your Dream","M.O.V.E",非押爆,爆气,分开,一爆,393,62,20,B - 四轨单点,B - 三四轨滑键,1392092,61 + 0.4
,,"Rage Your Dream","M.O.V.E",非押爆,爆气,分开,二爆,511,74,31,B - 一轨长条结尾、四轨单点,B - 二轨长条中间,1392092,61 + 0.4
,,"Rage Your Dream","M.O.V.E",非押爆,爆气,分开,一爆,393,62,21,B - 四轨单点,B - 三四轨滑键,1392092,61 + 0.4
,,"Rage Your Dream","M.O.V.E",非押爆,爆气,分开,二爆,509,74,28,B - 一轨长条中间,B - 一轨长条右滑,1392092,61 + 0.4
,,"Rage Your Dream","M.O.V.E",非押爆,爆气,分开,一爆,393,62,21,B - 四轨单点,B - 三四轨滑键,1392092,61 + 0.4
,,"Rage Your Dream","M.O.V.E",非押爆,爆气,分开,二爆,511,74,31,B - 一轨长条结尾、四轨单点,B - 二轨长条中间,1392092,61 + 0.4
,,"Rage Your Dream","M.O.V.E",非押爆,爆气,分开,一爆,393,62,22,B - 四轨单点,B - 三四轨滑键,1392092,61 + 0.4
,,"Rage Your Dream","M.O.V.E",非押爆,爆气,分开,二爆,509,74,28,B - 一轨长条中间,B - 一轨长条右滑,1392092,61 + 0.4
,,"Rage Your Dream","M.O.V.E",非押爆,爆气,分开,一爆,393,62,22,B - 四轨单点,B - 三四轨滑键,1392092,61 + 0.4
,,"Rage Your Dream","M.O.V.E",非押爆,爆气,分开,二爆,511,74,31,B - 一轨长条结尾、四轨单点,B - 二轨长条中间,1392092,61 + 0.4
,,"Rage Your Dream","M.O.V.E",非押爆,爆气,分开,一爆,393,62,23,B - 四轨单点,B - 三四轨滑键,1392092,61 + 0.4
,,"Rage Your Dream","M.O.V.E",非押爆,爆气,分开,二爆,509,74,28,B - 一轨长条中间,B - 一轨长条右滑,1392092,61 + 0.4
,,"Rage Your Dream","M.O.V.E",押爆,爆气,分开,一爆,392,62,16,B - 一轨单点,B - 三四轨滑键,1402169,63 + 0.3
,,"Rage Your Dream","M.O.V.E",押爆,爆气,分开,二爆,511,75,0,B - 一轨长条结尾、四轨单点,B - 二轨长条结尾、四轨长条开始,1402169,63 + 0.3
,,"Rage Your Dream","M.O.V.E",押爆,爆气,分开,一爆,393,62,24,B - 四轨单点,B - 二一轨滑键,1402169,63 + 0.3
,,"Rage Your Dream","M.O.V.E",押爆,爆气,分开,二爆,511,75,0,B - 一轨长条结尾、四轨单点,B - 二轨长条结尾、四轨长条开始,1402169,63 + 0.3
,,"Rage Your Dream","M.O.V.E",押爆,爆气,分开,一爆,402,63,24,B - 二轨单点,B - 四轨长条左滑,1402167,63 + 0.3
,,"Rage Your Dream","M.O.V.E",押爆,爆气,分开,二爆,511,75,0,B - 一轨长条结尾、四轨单点,B - 二轨长条结尾、四轨长条开始,1402167,63 + 0.3
,,"Rage Your Dream","M.O.V.E",押爆,爆气,分开,一爆,392,62,16,B - 一轨单点,B - 三四轨滑键,1400578,63 + 0.0
,,"Rage Your Dream","M.O.V.E",押爆,爆气,分开,二爆,507,74,24,B - 一轨长条中间,B - 一轨长条右滑,1400578,63 + 0.0
,,"Rage Your Dream","M.O.V.E",押爆,爆气,分开,一爆,392,62,16,B - 一轨单点,B - 三四轨滑键,1400578,63 + 0.0
,,"Rage Your Dream","M.O.V.E",押爆,爆气,分开,二爆,511,74,31,B - 一轨长条结尾、四轨单点,B - 二轨长条中间,1400578,63 + 0.0
,,"Rage Your Dream","M.O.V.E",押爆,爆气,分开,一爆,393,62,24,B - 四轨单点,B - 二一轨滑键,1400578,63 + 0.0
,,"Rage Your Dream","M.O.V.E",押爆,爆气,分开,二爆,507,74,24,B - 一轨长条中间,B - 一轨长条右滑,1400578,63 + 0.0
,,"Rage Your Dream","M.O.V.E",押爆,爆气,分开,一爆,393,62,24,B - 四轨单点,B - 二一轨滑键,1400578,63 + 0.0
,,"Rage Your Dream","M.O.V.E",押爆,爆气,分开,二爆,511,74,31,B - 一轨长条结尾、四轨单点,B - 二轨长条中间,1400578,63 + 0.0
,,"Rage Your Dream","M.O.V.E",押爆,爆气,分开,一爆,402,63,24,B - 二轨单点,B - 四轨长条左滑,1400576,63 + 0.0
,,"Rage Your Dream","M.O.V.E",押爆,爆气,分开,二爆,507,74,24,B - 一轨长条中间,B - 一轨长条右滑,1400576,63 + 0.0
,,"Rage Your Dream","M.O.V.E",押爆,爆气,分开,一爆,402,63,24,B - 二轨单点,B - 四轨长条左滑,1400576,63 + 0.0
,,"Rage Your Dream","M.O.V.E",押爆,爆气,分开,二爆,511,74,31,B - 一轨长条结尾、四轨单点,B - 二轨长条中间,1400576,63 + 0.0
,,"Rage Your Dream","M.O.V.E",押爆,爆气,分开,一爆,392,62,16,B - 一轨单点,B - 三四轨滑键,1400047,63 - 0.1
,,"Rage Your Dream","M.O.V.E",押爆,爆气,分开,二爆,513,75,4,B - 三轨单点,B - 四轨长条中间,1400047,63 - 0.1
B,6,"Bo Peep Bo Peep","T-ara",非押爆,爆气,分开,一爆,189,32,20,A - 一轨单点,A - 三轨单点,1466626,68 + 0.0
B,6,"Bo Peep Bo Peep","T-ara",非押爆,爆气,分开,二爆,409,64,0,B - 一轨单点,B - 一轨单点,1466626,68 + 0.0
B,6,"Bo Peep Bo Peep","T-ara",非押爆,爆气,分开,一爆,189,32,20,A - 一轨单点,A - 三轨单点,1464504,68 - 0.4
B,6,"Bo Peep Bo Peep","T-ara",非押爆,爆气,分开,二爆,405,63,20,B - 一轨长条中间,B - 二轨单点,1464504,68 - 0.4
B,6,"Bo Peep Bo Peep","T-ara",非押爆,爆气,分开,一爆,189,32,20,A - 一轨单点,A - 三轨单点,1463973,68 - 0.5
B,6,"Bo Peep Bo Peep","T-ara",非押爆,爆气,分开,二爆,403,63,16,B - 一轨长条开始,B - 三轨单点,1463973,68 - 0.5
B,6,"Bo Peep Bo Peep","T-ara",非押爆,爆气,分开,一爆,189,32,20,A - 一轨单点,A - 三轨单点,1463973,68 - 0.5
B,6,"Bo Peep Bo Peep","T-ara",非押爆,爆气,分开,二爆,412,64,12,B - 四轨单点,B - 一轨长条结尾、三轨单点,1463973,68 - 0.5
B,6,"Bo Peep Bo Peep","T-ara",非押爆,爆气,分开,一爆,189,32,20,A - 一轨单点,A - 三轨单点,1463973,68 - 0.5
B,6,"Bo Peep Bo Peep","T-ara",非押爆,爆气,分开,二爆,413,64,16,B - 一轨单点,B - 三轨单点,1463973,68 - 0.5
B,6,"Bo Peep Bo Peep","T-ara",非押爆,爆气,分开,一爆,189,32,20,A - 一轨单点,A - 三轨单点,1463973,68 - 0.5
B,6,"Bo Peep Bo Peep","T-ara",非押爆,爆气,分开,二爆,414,64,20,B - 二轨单点,B - 四轨单点,1463973,68 - 0.5
B,6,"Bo Peep Bo Peep","T-ara",非押爆,爆气,分开,一爆,189,32,21,A - 一轨单点,A - 三轨单点,1463973,68 - 0.5
B,6,"Bo Peep Bo Peep","T-ara",非押爆,爆气,分开,二爆,403,63,16,B - 一轨长条开始,B - 三轨单点,1463973,68 - 0.5
B,6,"Bo Peep Bo Peep","T-ara",非押爆,爆气,分开,一爆,189,32,21,A - 一轨单点,A - 三轨单点,1463973,68 - 0.5
B,6,"Bo Peep Bo Peep","T-ara",非押爆,爆气,分开,二爆,412,64,12,B - 四轨单点,B - 一轨长条结尾、三轨单点,1463973,68 - 0.5
B,6,"Bo Peep Bo Peep","T-ara",非押爆,爆气,分开,一爆,189,32,21,A - 一轨单点,A - 三轨单点,1463973,68 - 0.5
B,6,"Bo Peep Bo Peep","T-ara",非押爆,爆气,分开,二爆,413,64,16,B - 一轨单点,B - 三轨单点,1463973,68 - 0.5
B,6,"Bo Peep Bo Peep","T-ara",非押爆,爆气,分开,一爆,189,32,21,A - 一轨单点,A - 三轨单点,1463973,68 - 0.5
B,6,"Bo Peep Bo Peep","T-ara",非押爆,爆气,分开,二爆,414,64,20,B - 二轨单点,B - 四轨单点,1463973,68 - 0.5
B,6,"Bo Peep Bo Peep","T-ara",押爆,爆气,存气,一爆,264,40,15,A - 二轨单点,A - 二轨单点,1471928,69 + 0.0
B,6,"Bo Peep Bo Peep","T-ara",押爆,爆气,存气,二爆,406,63,21,B - 一轨长条中间,B - 二轨单点,1471928,69 + 0.0
B,6,"Bo Peep Bo Peep","T-ara",押爆,爆气,存气,一爆,264,40,16,A - 二轨单点,A - 二轨单点,1471397,69 - 0.1
B,6,"Bo Peep Bo Peep","T-ara",押爆,爆气,存气,二爆,403,63,16,B - 一轨长条开始,B - 四轨单点,1471397,69 - 0.1
B,6,"Bo Peep Bo Peep","T-ara",押爆,爆气,存气,一爆,265,40,20,A - 三轨单点,A - 二轨单点,1471397,69 - 0.1
B,6,"Bo Peep Bo Peep","T-ara",押爆,爆气,存气,二爆,403,63,16,B - 一轨长条开始,B - 二轨单点,1471397,69 - 0.1
B,6,"Bo Peep Bo Peep","T-ara",押爆,爆气,分开,一爆,189,32,24,A - 一轨单点,A - 二轨长条开始,1470868,69 - 0.2
B,6,"Bo Peep Bo Peep","T-ara",押爆,爆气,分开,二爆,403,63,16,B - 一轨长条开始,B - 二轨单点,1470868,69 - 0.2
B,6,"Bo Peep Bo Peep","T-ara",押爆,爆气,分开,一爆,189,32,24,A - 一轨单点,A - 二轨长条开始,1470868,69 - 0.2
B,6,"Bo Peep Bo Peep","T-ara",押爆,爆气,分开,二爆,411,64,8,B - 三轨单点,B - 一轨长条结尾、三轨单点,1470868,69 - 0.2
B,6,"Bo Peep Bo Peep","T-ara",押爆,爆气,分开,一爆,189,32,24,A - 一轨单点,A - 二轨长条开始,1470868,69 - 0.2
B,6,"Bo Peep Bo Peep","T-ara",押爆,爆气,分开,二爆,412,64,12,B - 四轨单点,B - 三轨单点,1470868,69 - 0.2
B,6,"Bo Peep Bo Peep","T-ara",押爆,爆气,分开,一爆,189,32,24,A - 一轨单点,A - 二轨长条开始,1470868,69 - 0.2
B,6,"Bo Peep Bo Peep","T-ara",押爆,爆气,分开,二爆,413,64,16,B - 一轨单点,B - 四轨单点,1470868,69 - 0.2
B,6,"Bo Peep Bo Peep","T-ara",押爆,爆气,存气,一爆,264,40,14,A - 二轨单点,A - 二轨单点,1470337,69 - 0.3
B,6,"Bo Peep Bo Peep","T-ara",押爆,爆气,存气,二爆,406,63,22,B - 一轨长条中间,B - 二轨单点,1470337,69 - 0.3
B,6,"Bo Peep Bo Peep","T-ara",押爆,爆气,分开,一爆,189,32,24,A - 一轨单点,A - 二轨长条开始,1469808,69 - 0.4
B,6,"Bo Peep Bo Peep","T-ara",押爆,爆气,分开,二爆,409,64,0,B - 一轨单点,B - 一轨长条开始,1469808,69 - 0.4
B,6,"Bo Peep Bo Peep","T-ara",押爆,爆气,存气,一爆,264,40,15,A - 二轨单点,A - 二轨单点,1469806,69 - 0.4
B,6,"Bo Peep Bo Peep","T-ara",押爆,爆气,存气,二爆,404,63,17,B - 一轨长条中间,B - 四轨单点,1469806,69 - 0.4
,,"萤火","TFBOYS",非押爆,爆气,分开,一爆,150,28,4,A - 一轨长条中间,A - 一轨单点、三轨单点,1314571,72 + 0.2
,,"萤火","TFBOYS",非押爆,爆气,分开,二爆,426,60,4,B - 四轨长条中间,B - 二轨单点、三轨单点,1314571,72 + 0.2
,,"萤火","TFBOYS",非押爆,爆气,分开,一爆,152,28,7,A - 一轨长条结尾,A - 一轨单点、三轨单点,1312980,72 - 0.1
,,"萤火","TFBOYS",非押爆,爆气,分开,二爆,426,60,4,B - 四轨长条中间,B - 二轨单点、三轨单点,1312980,72 - 0.1
,,"萤火","TFBOYS",非押爆,爆气,分开,一爆,153,28,9,A - 三轨单点,A - 一轨单点、三轨单点,1311389,72 - 0.4
,,"萤火","TFBOYS",非押爆,爆气,分开,二爆,426,60,4,B - 四轨长条中间,B - 二轨单点、三轨单点,1311389,72 - 0.4
,,"萤火","TFBOYS",非押爆,爆气,分开,一爆,154,28,20,A - 一轨单点,A - 一轨单点,1311389,72 - 0.4
,,"萤火","TFBOYS",非押爆,爆气,分开,二爆,426,60,4,B - 四轨长条中间,B - 二轨单点、三轨单点,1311389,72 - 0.4
,,"萤火","TFBOYS",非押爆,爆气,分开,一爆,146,27,28,A - 一轨长条中间,A - 二轨单点、四轨单点,1310327,71 + 0.4
,,"萤火","TFBOYS",非押爆,爆气,分开,二爆,426,60,4,B - 四轨长条中间,B - 二轨单点、三轨单点,1310327,71 + 0.4
,,"萤火","TFBOYS",非押爆,爆气,分开,一爆,152,28,7,A - 一轨长条结尾,A - 一轨单点、三轨单点,1309798,71 + 0.3
,,"萤火","TFBOYS",非押爆,爆气,分开,二爆,428,60,8,B - 四轨长条中间,B - 二轨单点、三轨单点,1309798,71 + 0.3
,,"萤火","TFBOYS",非押爆,爆气,分开,一爆,153,28,9,A - 三轨单点,A - 一轨单点、三轨单点,1309798,71 + 0.3
,,"萤火","TFBOYS",非押爆,爆气,分开,二爆,427,60,6,B - 四轨长条中间,B - 二轨单点、三轨单点,1309798,71 + 0.3
,,"萤火","TFBOYS",非押爆,爆气,分开,一爆,154,28,20,A - 一轨单点,A - 一轨单点,1309798,71 + 0.3
,,"萤火","TFBOYS",非押爆,爆气,分开,二爆,427,60,6,B - 四轨长条中间,B - 二轨单点、三轨单点,1309798,71 + 0.3
,,"萤火","TFBOYS",押爆,爆气,分开,一爆,148,28,0,A - 一轨长条中间,A - 一轨单点、三轨单点,1322526,74 - 0.3
,,"萤火","TFBOYS",押爆,爆气,分开,二爆,424,60,0,B - 四轨长条开始,B - 二轨单点、三轨单点,1322526,74 - 0.3
,,"萤火","TFBOYS",押爆,爆气,分开,一爆,153,28,16,A - 三轨单点,A - 一轨单点,1321466,74 - 0.5
,,"萤火","TFBOYS",押爆,爆气,分开,二爆,424,60,0,B - 四轨长条开始,B - 二轨单点、三轨单点,1321466,74 - 0.5
,,"萤火","TFBOYS",押爆,爆气,分开,一爆,148,28,0,A - 一轨长条中间,A - 一轨单点、三轨单点,1320935,73 + 0.4
,,"萤火","TFBOYS",押爆,爆气,分开,二爆,425,60,1,B - 四轨长条中间,B - 二轨单点、三轨单点,1320935,73 + 0.4
,,"萤火","TFBOYS",押爆,爆气,分开,一爆,149,28,2,A - 一轨长条中间,A - 一轨单点、三轨单点,1320935,73 + 0.4
,,"萤火","TFBOYS",押爆,爆气,分开,二爆,424,60,0,B - 四轨长条开始,B - 二轨单点、三轨单点,1320935,73 + 0.4
,,"萤火","TFBOYS",押爆,爆气,分开,一爆,153,28,16,A - 三轨单点,A - 一轨单点,1319875,73 + 0.2
,,"萤火","TFBOYS",押爆,爆气,分开,二爆,425,60,1,B - 四轨长条中间,B - 二轨单点、三轨单点,1319875,73 + 0.2
,,"萤火","TFBOYS",押爆,爆气,分开,一爆,144,27,24,A - 一轨长条开始,A - 二轨单点、四轨单点,1319873,73 + 0.2
,,"萤火","TFBOYS",押爆,爆气,分开,二爆,424,60,0,B - 四轨长条开始,B - 二轨单点、三轨单点,1319873,73 + 0.2
,,"萤火","TFBOYS",押爆,爆气,分开,一爆,148,28,0,A - 一轨长条中间,A - 一轨单点、三轨单点,1319344,73 + 0.1
,,"萤火","TFBOYS",押爆,爆气,分开,二爆,425,60,2,B - 四轨长条中间,B - 二轨单点、三轨单点,1319344,73 + 0.1
,,"萤火","TFBOYS",押爆,爆气,分开,一爆,150,28,4,A - 一轨长条中间,A - 一轨单点、三轨单点,1319344,73 + 0.1
,,"萤火","TFBOYS",押爆,爆气,分开,二爆,424,60,0,B - 四轨长条开始,B - 二轨单点、三轨单点,1319344,73 + 0.1
,,"萤火","TFBOYS",押爆,爆气,分开,一爆,153,28,16,A - 三轨单点,A - 一轨单点,1318284,73 - 0.1
,,"萤火","TFBOYS",押爆,爆气,分开,二爆,425,60,2,B - 四轨长条中间,B - 二轨单点、三轨单点,1318284,73 - 0.1
,,"萤火","TFBOYS",押爆,爆气,分开,一爆,144,27,24,A - 一轨长条开始,A - 二轨单点、四轨单点,1318282,73 - 0.1
,,"萤火","TFBOYS",押爆,爆气,分开,二爆,425,60,1,B - 四轨长条中间,B - 二轨单点、三轨单点,1318282,73 - 0.1
,,"给我一个理由忘记","A-Lin",非押爆,爆气,分开,一爆,469,51,28,B - 四轨长条中间,B - 一轨长条结尾、四轨长条结尾,1731595,83 + 0.2
,,"给我一个理由忘记","A-Lin",非押爆,爆气,分开,二爆,678,68,4,B - 一轨长条中间,B - 一轨长条右滑、四轨长条左滑,1731595,83 + 0.2
,,"给我一个理由忘记","A-Lin",非押爆,爆气,分开,一爆,468,51,26,B - 四轨长条中间,B - 一轨长条中间、四轨长条中间,1730004,83 - 0.1
,,"给我一个理由忘记","A-Lin",非押爆,爆气,分开,二爆,678,68,4,B - 一轨长条中间,B - 一轨长条右滑、四轨长条左滑,1730004,83 - 0.1
,,"给我一个理由忘记","A-Lin",非押爆,爆气,分开,一爆,469,51,28,B - 四轨长条中间,B - 一轨长条结尾、四轨长条结尾,1730004,83 - 0.1
,,"给我一个理由忘记","A-Lin",非押爆,爆气,分开,二爆,680,68,7,B - 一轨长条结尾、四轨单点,B - 一轨长条右滑、四轨长条左滑,1730004,83 - 0.1
,,"给我一个理由忘记","A-Lin",非押爆,爆气,分开,一爆,470,51,29,B - 四轨长条中间,B - 一轨长条结尾、四轨长条结尾,1730004,83 - 0.1
,,"给我一个理由忘记","A-Lin",非押爆,爆气,分开,二爆,679,68,6,B - 一轨长条中间,B - 一轨长条右滑、四轨长条左滑,1730004,83 - 0.1
,,"给我一个理由忘记","A-Lin",非押爆,爆气,分开,一爆,470,51,29,B - 四轨长条中间,B - 一轨长条结尾、四轨长条结尾,1730004,83 - 0.1
